soil,hor,sand,silt,clay,R25,G25,B25,pH,EC,CaCO3,C,Ca,Mg,Na,depth
soil166,5,29.3,16.5,51.5,0.49,0.35,0.25,9.23,49.9,2.2,0.17,83.1,195.3,89.4,280
soil167,1,29.5,15.9,52.7,0.34,0.28,0.23,8.19,15.1,0.2,0.97,240,166.6,6.8,8
soil167,2,27.8,16.4,54.2,0.34,0.28,0.23,8.31,13.5,0.1,0.87,242.5,176.8,11.9,25
soil167,3,29.3,16.8,52.6,0.34,0.28,0.23,8.8,11,0.1,0.7,229.9,184.2,23,55
soil167,4,30.4,16.1,51.7,0.34,0.28,0.23,9.19,23.5,0.9,0.48,178.1,185.3,48.7,100
soil167,5,55.1,9.5,34.9,0.51,0.34,0.27,9.26,16.8,0.1,0.19,102.9,151.9,44,263
soil168,1,41.7,21.4,33.1,0.35,0.27,0.24,6.46,24,0.05,2.16,74.6,115.4,9.4,10
soil168,2,24.5,19.2,53.8,0.35,0.27,0.24,7.42,13.9,0.05,1.43,121.5,224.2,22,25
soil168,3,18.8,22.1,53.7,0.35,0.27,0.24,8.98,35.6,3.1,1.25,154.1,281.6,42.1,55
soil168,4,27.5,19.3,51.4,0.35,0.27,0.24,8.94,32.2,0.5,0.69,101.2,263.6,56.4,100
soil168,5,36.1,21.6,40.1,0.87,0.76,0.75,9.23,32.8,1.7,0.22,82.5,201.4,36.3,275
soil169,1,26.6,15,54.6,0.44,0.37,0.31,7.06,15.7,0.1,2.14,173,165.2,6,10
soil169,2,24.7,15.2,57.8,0.31,0.28,0.25,7.57,9.1,0.1,1.27,199.9,184.7,12.3,25
soil169,3,23.2,16.1,58.4,0.31,0.28,0.25,8.54,8.4,0.3,1.18,204.5,215.6,22.4,40
soil169,4,22.55,15.7,59.1,0.41,0.38,0.34,8.81,15.25,0.9,1,190.45,223.35,31.55,70
soil169,5,21.9,15.3,59.8,0.44,0.37,0.31,9.08,22.1,1.5,0.81,176.4,231.1,40.7,100
soil169,6,21.8,14.7,61,0.6,0.44,0.35,8.99,28.6,1.9,0.31,165.2,222.9,39.4,267
soil170,1,24.2,29.6,42.2,0.35,0.27,0.24,7.11,20,0.1,2.24,231.7,119.7,3.8,10
soil170,2,17.2,33.4,46.8,0.35,0.27,0.24,7.61,11.6,0.05,1.51,263.5,124.3,5.5,25
soil170,3,32,26.4,39.4,0.35,0.27,0.24,8.33,8.2,0.1,1.21,244.1,114.1,6.1,55
soil170,4,37.3,26.4,34,0.31,0.28,0.25,8.21,5.4,0.05,1.34,206.5,107.4,5.9,100
soil170,5,39.8,22.6,35.9,0.31,0.28,0.25,8.47,5.9,0.05,0.96,216,126.7,16.2,287
soil171,1,76,5.1,16.1,0.35,0.27,0.24,5.58,6.5,0.05,1.64,21.1,16.7,0.4,10
soil171,2,73.5,5.4,19,0.35,0.27,0.24,6.15,3.7,0.05,1.24,41.2,21.5,1.1,25
soil171,3,60,4.1,35,0.54,0.33,0.21,7.33,5.2,0.05,0.51,50.2,63.6,9.1,55
soil171,4,46.9,4.3,48.4,0.64,0.43,0.27,8.76,17.3,0.05,0.19,37,114.2,25.1,100
soil171,5,44.4,4.3,50.6,0.6,0.44,0.35,8.77,66.3,0.2,0.15,18.8,124.7,42.9,283
soil172,1,89.8,2.1,6.2,0.39,0.26,0.18,5.74,8.7,0.05,1.11,10.7,2.2,0.3,10
soil172,2,88.1,3,7.8,0.35,0.27,0.19,5.72,3.8,0.05,0.61,5,1.4,0.05,25
soil172,3,88.5,3.2,8,0.64,0.43,0.27,5.52,1.6,0.05,0.2,0.05,1.2,0.05,55
soil172,4,85.3,3.4,11.1,0.65,0.42,0.29,6.13,1.1,0.05,0.11,0.05,5.5,0.05,80
soil172,5,85.25,3.4,11.2,0.67,0.42,0.18,6.06,1.2,0.05,0.09,3.53,4.65,0.05,120
soil172,6,85.2,3.4,11.3,0.67,0.42,0.18,5.98,1.3,0.05,0.07,7,3.8,0.05,270
soil173,1,78.8,7.9,11.6,0.49,0.35,0.25,7.22,3.8,0.05,0.97,20.4,7.8,0.05,10
soil173,2,81,7.4,10.5,0.49,0.35,0.25,5.5,4.7,0.05,0.61,10.2,6.2,0.05,25
soil173,3,81.9,8,9.7,0.49,0.35,0.25,6.23,1.6,0.05,0.26,5.3,6.9,8.6,55
soil173,4,55.6,5.5,38.6,0.62,0.44,0.24,7.56,11.9,0.05,0.15,40.7,63.5,17.3,100
soil173,5,52.7,6.3,40.7,0.73,0.54,0.34,8.26,22.4,0.05,0.1,66.4,88.3,27.4,367
soil174,1,26.4,14.4,56.2,0.35,0.27,0.24,8.32,16.8,0.2,1.62,343,133.3,10.3,10
soil174,2,24.4,14.9,58,0.35,0.27,0.24,8.79,15.1,0.7,1.14,288.3,142.1,15.1,25
soil174,3,26,14.5,55.6,0.35,0.27,0.24,9.1,19.2,2.3,0.9,263.5,175.1,27.9,55
soil174,4,21.6,15.9,57.5,0.35,0.27,0.24,9.36,32.9,3.3,0.9,192.8,271.2,75.3,100
soil174,5,25.6,15.6,54.9,0.37,0.27,0.21,9.34,54.8,2.9,0.45,125.2,259.6,94,182
soil175,1,26.1,37.8,30.1,0.37,0.27,0.21,6.57,29.6,0.05,3.47,179.7,49.4,0.4,10
soil175,2,35.2,30.5,29.1,0.37,0.27,0.21,7.54,15.9,0.05,3.02,225.8,37.7,0.4,25
soil175,3,36.2,28.2,31.4,0.36,0.27,0.24,8.19,16.3,0.6,2.08,252.5,32.5,0.2,55
soil175,4,47.5,20.3,31.3,0.4,0.26,0.19,8.3,12.4,0.2,0.4,177.9,78.8,1,100
soil175,5,53.2,19.9,26,0.51,0.34,0.27,8.63,12.2,0.4,0.27,121.4,109.3,3.5,250
soil176,1,35.1,20.8,40.9,0.35,0.27,0.24,7.03,10.5,0.05,1.85,101.4,60.3,1,6
soil176,2,48.3,19.9,30,0.45,0.36,0.33,2,4.7,0.05,1.02,69.6,36.3,0.3,25
soil176,3,30.5,12.8,55.6,0.36,0.27,0.24,8,5.5,0.05,0.65,148,89.5,5.5,55
soil176,4,31.4,13.3,54.5,0.54,0.33,0.21,8.84,10.2,0.1,0.41,141.9,102.8,11.2,100
soil176,5,44.7,15.2,38.1,0.54,0.33,0.21,9.03,17.1,1.7,0.15,115.8,93.4,12.9,281
soil177,1,16.2,18.7,63.4,0.44,0.37,0.31,8.32,12.9,0.05,0.98,239.1,144.7,9,10
soil177,2,16.1,18.4,63.9,0.44,0.37,0.31,8.65,9.6,0.1,0.86,250.6,138.5,11.6,25
soil177,3,13,19.5,66,0.44,0.37,0.31,8.77,12,0.3,0.7,254.6,145.5,22.2,55
soil177,4,7.6,19.6,71.2,0.44,0.37,0.31,8.9,18.9,0.4,0.64,233.9,156.1,55.1,100
soil177,5,6.5,20.4,71.2,0.34,0.28,0.23,9.04,29.3,0.8,0.59,185.3,158.9,76.5,296
soil178,1,4.5,28.4,62.3,0.34,0.28,0.23,7.14,11.9,0.05,2.79,205.9,140.1,2.9,8
soil178,2,10.1,28.3,58.7,0.34,0.28,0.23,7.47,7.6,0.05,1.7,224.7,139.7,2.5,25
soil178,3,11.3,27.4,58.7,0.34,0.28,0.23,7.83,5.4,0.1,1.46,234.1,132.2,3.6,55
soil178,4,11.5,27.7,58.6,0.34,0.28,0.23,7.91,4.9,0.05,1.28,248.7,125.5,6,100
soil178,5,10.8,30.1,57.1,0.34,0.28,0.23,8.02,6.1,0.05,1.16,242.3,124,7.4,278
soil179,1,26.7,22.3,47.8,0.31,0.28,0.25,7.32,16.6,0.1,1.8,224.1,127.8,4.6,10
soil179,2,23.7,24,50.1,0.31,0.28,0.25,7.54,6.8,0.05,1.3,243.7,129.8,5.3,25
soil179,3,24.8,25.1,48.4,0.31,0.28,0.25,7.98,4.6,0.05,0.98,234.7,132,6.7,55
soil179,4,46.2,14.2,38.1,0.41,0.38,0.34,8.24,5.8,0.05,0.87,206.7,136.3,9.4,100
soil179,5,44.2,20.3,34.8,0.44,0.37,0.31,8.48,7.4,0.1,0.36,164.8,111.9,9,261
soil180,1,22.2,25.6,48.1,0.34,0.28,0.23,6.41,10.2,0.05,2.4,141,80.8,2.3,8
soil180,2,21.1,25.9,51,0.41,0.38,0.34,7.33,5.7,0.05,1.15,192.3,95.7,5.3,25
soil180,3,18.8,24.4,54.9,0.31,0.28,0.25,7.88,8.7,0.05,1.12,205.6,112.4,11.9,55
soil180,4,19.4,22.5,56.9,0.34,0.28,0.23,8.53,17.2,0.1,0.59,197.5,125.2,18.9,78
soil180,5,27.2,21.25,50.1,0.34,0.28,0.23,8.59,19.8,0.65,0.42,172.5,118.95,17.65,120
soil180,6,35,20,43.3,0.45,0.36,0.26,8.64,22.4,1.2,0.24,147.5,112.7,16.4,300
soil181,1,22.2,20.8,54.5,0.35,0.27,0.24,8.18,24.2,0.5,1.12,194.7,151.4,13.3,10
soil181,2,20.9,22,54.8,0.35,0.27,0.24,8.84,18.7,0.7,0.89,185.5,159.3,21,25
soil181,3,20.4,22.9,53.1,0.35,0.27,0.24,9.16,27.9,2.2,0.75,155.6,147.6,43.6,55
soil181,4,21.6,27.4,49.9,0.45,0.36,0.26,9.34,31.9,0.5,0.29,103.3,152,61.8,100
soil181,5,24.4,22.6,51.4,0.49,0.35,0.25,9.38,32.6,1.1,0.2,108.9,135.9,64.1,261
soil182,1,33.8,16.9,44.7,0.31,0.28,0.25,8.82,19.5,1.2,1.94,214.4,63.5,13.8,10
soil182,2,31.7,17,45.1,0.44,0.37,0.31,9.63,28.4,4.7,0.8,183.6,83.9,44.4,25
soil182,3,27.7,19,47.5,0.44,0.37,0.31,9.79,67.2,4.3,0.76,109.7,104.6,113.6,55
soil182,4,29.1,21.2,45.9,0.45,0.36,0.26,9.6,133.7,2.5,0.46,69.3,97.9,152.9,100
soil182,5,22.7,24.6,51.7,0.45,0.36,0.26,9.2,156.7,0.1,0.2,66.2,111.3,164.8,274
soil183,1,27.9,16,54.3,0.44,0.37,0.31,7.94,13.7,0.1,0.97,212.1,158.2,7.9,10
soil183,2,32.8,18.1,47.7,0.31,0.28,0.25,8.36,8.4,0.05,0.79,218.5,189.1,12.6,25
soil183,3,31.7,18.3,48.6,0.41,0.38,0.34,8.77,14.2,0.2,0.66,197.8,209.6,28.4,55
soil183,4,28,21.9,48.2,0.31,0.28,0.25,9,34.9,0.9,0.54,148.3,226.2,60,100
soil183,5,18.2,25.9,54.4,0.45,0.36,0.26,8.93,53.4,0.8,0.31,126.9,233.6,70.2,267
soil184,1,39.2,20.2,38.4,0.35,0.27,0.24,7.04,12.9,0.05,1.25,93,157.6,14.1,8
soil184,2,36.2,18.2,43.8,0.35,0.27,0.19,7.53,10,0.05,1.02,131.5,178.8,20.7,25
soil184,3,38.6,19.6,39.6,0.35,0.27,0.24,9.06,23.5,0.7,0.81,132.3,199,35.2,55
soil184,4,26,19.8,50.9,0.35,0.27,0.24,9.27,34.9,2.4,0.47,118.3,251.3,65,100
soil184,5,22.8,19.9,53,0.35,0.27,0.24,9.16,38.7,3.5,0.4,140.3,256.7,55.1,274
soil185,1,47.5,14.3,36.3,0.35,0.27,0.24,8.3,10.5,0.05,1.12,164.3,122.7,13.8,10
soil185,2,40.5,17.1,40.7,0.35,0.27,0.24,8.95,20.3,0.6,0.63,180,158,23.5,25
soil185,3,37.6,17.6,40.2,0.35,0.27,0.24,9.13,21.5,3.7,0.48,114.5,186.4,45.3,55
soil185,4,44,14.9,39.7,0.35,0.27,0.24,9.57,70.6,0.7,0.28,50.5,202.6,102.7,100
soil185,5,31,24.7,43.4,0.69,0.55,0.43,8.82,96,0.05,0.31,65.6,240.1,124.9,275
soil186,1,24.6,22.8,49.3,0.34,0.28,0.23,7.16,18.3,0.05,1.9,203.7,156.5,4.2,5
soil186,2,24.95,22.6,50,0.34,0.28,0.23,7.56,15.65,0.05,1.41,215.15,166.15,7.85,10
soil186,3,25.3,22.4,50.7,0.31,0.28,0.25,7.96,13,0.05,0.91,226.6,175.8,11.5,25
soil186,4,23.5,23.3,51.4,0.31,0.28,0.25,8.77,13.5,0.2,0.91,210.8,188.5,24.4,55
soil186,5,20.3,24.2,53.8,0.31,0.28,0.25,9.04,26,0.3,0.77,196.6,207.6,43.9,100
soil186,6,26.6,22.4,49.7,0.45,0.36,0.33,9.07,23.6,0.5,0.39,174.7,205.3,40.9,341
soil187,1,78.8,7.6,11.9,0.36,0.27,0.24,5.66,9.5,0.05,0.99,24.4,15.5,0.7,10
soil187,2,75.7,9.1,13.7,0.48,0.36,0.24,6.22,6,0.05,0.85,30.8,11,0.5,25
soil187,3,77.5,9,12.9,0.39,0.26,0.18,5.93,2.4,0.05,0.35,17.1,7.7,0.05,40
soil187,4,65.5,8.65,25.4,0.39,0.26,0.18,6.84,3.05,0.05,0.25,39.65,32.7,4.13,70
soil187,5,53.5,8.3,37.9,0.54,0.33,0.21,7.75,3.7,0.05,0.15,62.2,57.7,8.2,100
soil187,6,43.3,8.7,47.8,0.51,0.35,0.16,8.97,13.9,0.05,0.1,72.4,104.5,24,273
soil188,1,69.8,7.7,18.6,0.31,0.28,0.25,5.83,7.2,0.05,2.3,16,12.6,0.4,10
soil188,2,70.4,7.5,19.2,0.49,0.35,0.25,5.68,4.1,0.05,1.67,13.8,12.8,0.3,25
soil188,3,76.1,7.3,15.3,0.35,0.27,0.24,5.84,3.3,0.05,0.78,3.6,12.8,1.7,40
soil188,4,64.05,8.65,26.35,0.35,0.27,0.24,5.88,17.4,0.05,0.54,1.83,38.8,9.7,70
soil188,5,52,10,37.4,0.54,0.33,0.21,5.92,31.5,0.05,0.29,0.05,64.8,17.7,100
soil188,6,54.3,11.3,33.9,0.45,0.23,0.15,6,52.6,0.05,0.15,0.05,58.3,22.7,253
soil189,1,85.4,5.1,7.3,0.35,0.27,0.24,5.03,10.4,0.05,1.25,3.4,3.4,1,10
soil189,2,81.6,7.1,9.7,0.35,0.27,0.24,4.83,7,0.05,0.9,0.05,2.4,1.7,25
soil189,3,82.8,11.5,5.2,0.71,0.55,0.45,6.04,2.3,0.05,0.27,0.05,2.6,1.6,38
soil189,4,84,15.9,0.7,0.71,0.55,0.45,7.25,2.3,0.05,0.27,0.05,2.8,1.5,55
soil189,5,79.9,11.25,9.1,0.55,0.46,0.36,7.41,5.1,0.05,0.17,0.05,24.4,10.8,70
soil189,6,75.8,6.6,17.5,0.55,0.46,0.36,7.57,7.9,0.05,0.06,0.05,46,20.1,100
soil189,7,70.5,3.6,25.8,0.64,0.43,0.27,8.12,16,0.05,0.05,0.05,44.3,23.1,282
soil190,1,84.8,6.7,6.9,0.35,0.27,0.19,5.52,4.9,0.05,0.94,3.3,0.05,0.2,10
soil190,2,92.4,3.7,3.6,0.55,0.46,0.36,5.46,1.9,0.05,0.2,0.05,0.05,0.05,25
soil190,3,94.6,2.9,2.3,0.76,0.67,0.55,5.49,1,0.05,0.11,0.05,0.05,0.05,55
soil190,4,91.1,4.6,4.2,0.69,0.55,0.43,5.72,0.5,0.05,0.03,0.05,0.05,0.05,75
soil190,5,76.2,6.35,17.3,0.69,0.55,0.43,5.48,1.25,0.05,0.07,0.05,21.63,0.68,120
soil190,6,61.3,8.1,30.4,0.59,0.3,0.18,5.23,2,0.05,0.11,0.05,43.2,1.3,254
soil191,1,65.3,5.4,26.4,0.51,0.34,0.27,6.69,11.8,0.05,1.68,88.3,80.7,0.2,10
soil191,2,50.6,4.8,42.7,0.51,0.34,0.27,7.36,6,0.05,1.1,147.9,159,1.8,25
soil191,3,48.8,4.8,45.4,0.65,0.42,0.29,8.06,6.1,0.1,0.51,122.7,167.6,4.8,55
soil191,4,60.1,5.7,33.5,0.54,0.33,0.21,8.86,16.1,0.3,0.2,62.2,168.2,12.9,100
soil191,5,62.7,6.1,30.8,0.6,0.44,0.37,8.71,24.2,0.1,0.11,72.3,176.8,11,293
soil192,1,19.7,19.6,54.1,0.35,0.27,0.24,6.73,28.7,0.05,3.8,390.6,67.9,1.1,10
soil192,2,18.7,16.8,60.4,0.36,0.27,0.24,7.36,13,0.05,2.4,561.4,74.8,3.6,25
soil192,3,14.8,14.6,67.3,0.36,0.27,0.24,7.21,10.9,0.05,1.92,538.3,66.1,5.8,55
soil192,5,34.8,22.4,42.2,0.82,0.78,0.74,7.84,4.9,0.05,0.33,616.9,71.4,9.4,100
soil192,6,40.2,35.2,22.3,0.82,0.78,0.74,8.52,11.7,2.1,0.1,516.7,49.3,7.8,160
soil193,1,29.5,23.3,42.6,0.36,0.27,0.24,7.16,19.6,0.05,2.68,215.1,54.6,0.7,10
soil193,2,22.9,22.5,53.2,0.4,0.26,0.19,7.33,8.3,0.05,0.79,244.8,66.4,1,25
soil193,3,25,23.8,50,0.46,0.36,0.33,6.6,4.6,0.05,0.7,200.3,72.1,1.8,55
soil193,4,43.7,19,36.4,0.47,0.36,0.29,7.8,8.9,0.1,0.44,223.3,81,3.9,93
soil194,1,89.6,2.5,6.7,0.4,0.26,0.19,6.81,6.5,0.05,0.71,20.8,5.7,0.05,10
soil194,2,88.6,3.3,7.5,0.41,0.25,0.2,6.78,2.3,0.05,0.37,10.8,4.9,0.05,25
soil194,3,88.3,3,8.3,0.45,0.23,0.15,5.82,1.3,0.05,0.23,0.2,0.6,0.05,55
soil194,4,81.3,2.7,15.9,0.46,0.21,0.21,5.8,1.1,0.05,0.08,8.7,4.4,0.05,100
soil194,5,66.2,2.3,31.3,0.57,0.31,0.29,6.12,1.3,0.05,0.09,22.1,15.8,0.05,255
soil195,1,59.2,13.8,24.6,0.34,0.28,0.23,6.64,7.4,0.05,1.41,70,34.3,1.1,8
soil195,2,58.1,14,25.8,0.34,0.28,0.23,6.77,4.6,0.05,1.22,84.4,33,0.8,25
soil195,3,56.8,13.5,28.6,0.34,0.28,0.23,7.35,4.5,0.05,0.63,117.3,36.4,1.3,55
soil195,4,39.3,15.6,44.6,0.48,0.36,0.24,8.3,5.9,0.05,0.29,182.5,71.3,3.3,100
soil195,5,49,15.8,34.9,0.45,0.36,0.26,8.5,5.5,0.05,0.19,153.6,59.6,4.8,279
soil196,1,18.5,17.4,61.8,0.34,0.28,0.23,8.15,19.8,0.2,1.19,235.4,134.5,11.6,10
soil196,2,17.8,17.7,62.6,0.34,0.28,0.23,8.36,12.4,0.4,0.86,228.4,137.2,14.5,25
soil196,3,17,16.4,65.1,0.34,0.28,0.23,8.94,12.3,0.5,0.56,223,150.2,32.2,55
soil196,4,17.3,16.8,64.2,0.44,0.37,0.31,8.98,20.8,0.8,0.46,187.8,156.1,38.7,100
soil196,5,12.6,19.4,65.9,0.45,0.36,0.26,9.06,25.9,1.5,0.3,161.2,150,53.1,260
soil197,1,22.4,22.2,55.4,0.31,0.28,0.25,8.3,0.05,0.05,0.01,151.9,110.9,35.9,10
soil197,2,12.4,19.3,66.4,0.31,0.28,0.25,8.69,12.8,0.2,0.95,237,144.1,21.7,25
soil197,3,10.2,18.8,69.4,0.31,0.28,0.25,8.97,17.9,0.4,0.67,212.9,170.1,44.9,55
soil197,4,7.4,19.9,70.8,0.31,0.28,0.25,9.13,26.8,0.8,0.56,154.3,169.3,75,100
soil197,5,6.5,21.6,70.6,0.35,0.27,0.19,9.1,27.1,0.6,0.38,150.3,175.3,76.2,286
soil198,1,13.8,28.2,54.8,0.34,0.28,0.23,7.39,11.6,0.05,1.84,169.2,132.6,4.3,10
soil198,2,14.5,25.9,57.4,0.34,0.28,0.23,7.64,5.3,0.05,1.26,246.2,135.4,4.7,25
soil198,3,14.1,27.1,56.9,0.34,0.28,0.23,8.01,4.6,0.05,1.1,235.2,136.2,8.3,55
soil198,4,13,27.2,58.2,0.34,0.28,0.23,8.52,5.8,0.05,0.95,234.9,153,13,100
soil198,5,20.2,28.4,50.1,0.34,0.28,0.23,8.78,7.1,0.2,0.64,199.3,150.9,15.2,269
soil199,1,39.8,22.4,34.8,0.35,0.27,0.24,6.59,9.8,0.05,1.73,114.7,81.2,0.8,10
soil199,2,41.2,20.7,34.5,0.45,0.36,0.33,6.8,6.6,0.05,2.08,137.9,71,1.2,25
soil199,3,27.1,23.2,46.9,0.31,0.28,0.25,7.64,5.2,0.05,1.62,238.8,92.1,3.9,55
soil199,4,24.4,25.4,48.3,0.31,0.28,0.25,8.21,5.6,0.05,1.13,241.2,107.7,6.5,100
soil199,5,38.6,20.9,39.2,0.44,0.37,0.31,8.47,10.9,0.4,0.49,209.9,95.3,7.2,288
soil200,1,29.3,28,41,0.44,0.37,0.31,7.93,11.3,0.05,0.95,120.1,99.4,19.4,10
soil200,2,28,28.3,42.3,0.35,0.27,0.19,8.5,11.1,0.05,0.78,155.8,98,33.1,25
soil200,3,24.7,29.7,44.6,0.44,0.37,0.31,9.12,29.6,0.05,0.55,145.5,113,77.4,40
soil200,4,26.35,29.9,42,0.44,0.37,0.31,8.73,104,0.78,0.37,110.1,112.95,88.25,70
soil200,5,28,30.1,39.4,0.35,0.27,0.19,8.34,178.4,1.5,0.19,74.7,112.9,99.1,100
soil200,6,26.5,27.7,42.4,0.35,0.27,0.19,9.53,83.2,2.9,0.12,59.9,105.8,138.3,273
soil201,1,26.2,19.1,52,0.31,0.28,0.25,8.82,22.4,1.2,0.83,259.5,129.7,30.1,10
soil201,2,27.6,19,50.4,0.31,0.28,0.25,9.14,25.6,1.8,0.62,232.1,152.2,46.1,25
soil201,3,30.1,19.1,47.3,0.31,0.28,0.25,9.28,38.9,2.3,0.61,185.6,146.7,76.3,55
soil201,4,33.5,19.3,44.7,0.31,0.28,0.25,9.45,73.6,1.5,0.42,87.3,157.4,129.1,100
soil201,5,41,19.1,38.2,0.41,0.38,0.34,9.57,69.5,0.9,0.3,64.4,133,112.3,267
soil202,1,32.9,21.6,43,0.34,0.28,0.23,7.4,15.6,0.05,1.45,265.7,122.8,6.7,8
soil202,2,37.7,21.6,39.2,0.34,0.28,0.23,8.18,6.7,0.05,0.84,320.5,121.5,6.7,25
soil202,3,35.1,17.2,46.1,0.34,0.28,0.23,8.8,7.8,0.05,0.92,218.4,126.6,7.3,55
soil202,4,34.4,18.3,44,0.34,0.28,0.23,9.36,20.8,1.9,0.8,202.9,178.5,37.8,100
soil202,5,37.9,18.3,38.2,0.45,0.36,0.26,9.51,21.5,4.9,0.37,166,150.1,34.8,260
soil203,1,83.2,6.4,8.5,0.35,0.27,0.24,5.81,5,0.05,1.13,10.5,8.6,0.7,4
soil203,2,84.6,6.65,7.35,0.35,0.27,0.24,6.16,4.15,0.05,0.83,8.95,8.7,2.45,10
soil203,3,86,6.9,6.2,0.44,0.37,0.31,6.5,3.3,0.05,0.52,7.4,8.8,4.2,25
soil203,4,70.5,10.7,18.3,0.49,0.35,0.25,8.9,25.8,0.1,0.17,21.8,21.4,140.5,55
soil203,5,57.5,9.6,24,0.35,0.27,0.19,9.98,105,8.3,0.1,20.5,20.2,200.5,100
soil203,6,59.8,8.5,24.6,0.55,0.46,0.36,10.11,95.7,6.5,0.12,7,12.4,188.2,263
soil204,1,53.4,7.8,35.8,0.36,0.27,0.24,7.75,12.2,0.05,1.76,156.2,90,1.4,5
soil204,2,48.7,8.55,40.05,0.36,0.27,0.24,8.29,13.35,0.28,1.43,183.3,100.35,2.35,10
soil204,3,44,9.3,44.3,0.37,0.27,0.21,8.82,14.5,0.5,1.09,210.4,110.7,3.3,33
soil204,4,39.1,8.8,48.5,0.37,0.27,0.21,9.12,17,2.4,0.65,170.5,166.1,11.2,55
soil204,5,41.9,9.8,45.2,0.54,0.33,0.21,9.31,39.1,2.3,0.4,89.5,221.4,31.8,100
soil204,6,37.7,13.7,47.9,0.64,0.43,0.27,4.63,73.2,0.05,0.26,38.5,181,36,244
soil205,1,75.9,4.2,14.2,0.36,0.27,0.24,4.51,10.2,0.05,3.33,1,3.8,0.4,10
soil205,2,76.9,5,14.7,0.37,0.27,0.21,4.4,6.3,0.05,2.01,0.05,1,0.2,25
soil205,3,61.1,7.4,30.6,0.55,0.32,0.24,5.27,1.8,0.05,0.51,0.05,9.5,0.3,40
soil205,4,62.85,9.05,27.5,0.55,0.32,0.24,5.64,2.7,0.05,0.33,0.05,21.2,2.05,70
soil205,5,64.6,10.7,24.4,0.67,0.42,0.18,6,3.6,0.05,0.14,0.05,32.9,3.8,100
soil205,6,66,12.9,20.6,0.64,0.43,0.27,8.19,23.3,0.05,0.22,0.05,167,28.3,234
soil206,1,87.8,2.6,7.5,0.4,0.26,0.19,5.11,3.7,0.1,1.17,0.05,1.9,0.6,10
soil206,2,87.4,2.9,8.9,0.6,0.44,0.35,5,2.4,0.05,0.48,0.05,0.4,0.2,25
soil206,3,84,3.5,11.6,0.51,0.34,0.27,5.5,1.9,0.05,0.55,0.05,3.2,0.5,40
soil206,4,85.4,3.5,10.5,0.51,0.34,0.27,5.84,2.2,0.05,0.36,0.58,6.3,0.9,70
soil206,5,86.8,3.5,9.4,0.64,0.43,0.27,6.17,2.5,0.05,0.16,1.1,9.4,1.3,183
soil207,1,91.6,4,3,0.45,0.36,0.26,6.51,2.7,0.05,0.83,18.7,3.9,0.05,10
soil207,2,92.9,3.9,2.5,0.75,0.66,0.62,5.5,2.9,0.05,0.39,5.6,2,0.05,25
soil207,3,93.5,4,2.3,0.55,0.46,0.36,6.22,1,0.05,0.14,2.7,1.5,0.05,40
soil207,4,81.7,4.15,13.95,0.55,0.46,0.36,6.09,4.05,0.05,0.12,4.05,21.1,4.33,70
soil207,5,69.9,4.3,25.6,0.58,0.45,0.33,5.96,7.1,0.05,0.09,5.4,40.7,8.6,100
soil207,6,48.7,3.8,47.2,0.64,0.57,0.5,6.24,35.6,0.05,0.08,19.5,102.5,28.8,340
soil208,1,58.3,14.7,26,0.36,0.27,0.25,6.42,11.9,0.05,0.55,59.9,29.5,1.1,10
soil208,2,54.4,13.5,29,0.51,0.34,0.27,6.89,6.4,0.05,1.8,71.7,35.6,1,25
soil208,3,34.7,12.5,51.6,0.55,0.32,0.24,7.3,3.3,0.05,0.69,88.3,48.1,1.7,55
soil208,4,37.1,18.5,43.3,0.46,0.22,0.18,7.23,2.9,0.05,0.64,87.6,77.6,4.8,80
soil209,1,23.4,9.4,62.1,0.35,0.27,0.24,8.05,6.5,1.6,2.04,540.8,197.2,6.2,10
soil209,2,20.6,8.5,61.5,0.35,0.27,0.24,8.27,19.5,6.6,1.58,503.9,187.4,6,25
soil209,3,18.1,7.9,59.2,0.35,0.27,0.24,8.42,17.8,12.4,1.35,402.6,209.4,6.1,55
soil209,4,0.05,19.6,11.6,0.64,0.58,0.33,8.42,8.47,26,39.3,0.2,130.8,2.8,120
soil210,1,71.9,6.2,19.5,0.51,0.34,0.27,6.38,17,0.05,1.39,56.5,56.7,0.05,3
soil210,2,67.65,7.8,22.15,0.47,0.36,0.29,6.72,10.95,0.05,1.4,64.55,61.05,0.68,10
soil210,3,63.4,9.4,24.8,0.37,0.27,0.21,7.06,4.9,0.05,1.4,72.6,65.4,1.3,25
soil210,4,65.5,9.1,24.4,0.54,0.33,0.21,7.51,4.7,0.05,0.57,42.7,74.6,7.6,55
soil210,5,62.1,12.7,25,0.64,0.57,0.5,8.98,11.8,0.05,0.11,23,72.8,16.4,100
soil210,6,52.7,10.8,25.8,0.64,0.57,0.5,9.62,36.3,10.3,0.17,13.5,81.2,27.6,268
soil211,1,46.6,19.8,30.4,0.41,0.38,0.34,6.59,9.5,0.05,1.86,87.8,46.8,9.9,6
soil211,2,36.6,20.7,41.6,0.31,0.28,0.25,7.7,8.5,0.05,0.62,189.1,79.6,27,25
soil211,3,29.6,24,44.4,0.31,0.28,0.25,9.03,39.1,0.9,0.54,198,84.1,58.6,55
soil211,4,21.7,20.6,55.7,0.45,0.36,0.33,7.99,327,0.6,0.12,229.3,112.2,91.6,100
